"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"183706","SN 2025qqz","18:11:06.402","+15:17:18.55","SN II","0.031","","","ZTF, ATLAS, GOTO, LAST","ZTF, ATLAS, GOTO, LAST","ZTF","ATLAS, GOTO, LAST, ZTF","ZTF25abajquu","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-S - GOTO-3, LAST - LAST-Cam, P48 - ZTF-Cam","Keck1 - LRIS, Lick-3m - KAST","1","1","","19.2893","r-ZTF","2025-07-08 06:32:09.000","Fritz","","","2025TNSTR2633....1S","2025TNSCR3310....1D, 2025TNSCR3386....1W","",""
"183703","SN 2025qqw","11:29:15.757","+51:31:17.39","SN II","0.031956","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF25abacktu","ATLAS-TDO - ATLAS-05, P48 - ZTF-Cam","P200 - NGPS","1","1","","18.1806","g-ZTF","2025-07-07 05:52:12.999","Fritz","","","2025TNSTR2633....1S","2025TNSCR2766....1D","",""
"183654","SN 2025qoz","04:37:45.547","-20:30:23.64","SN II","0.032","","","ATLAS, GOTO, ZTF","ATLAS, GOTO, ZTF","ZTF","ATLAS, GOTO, ZTF","ATLAS25hbr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","P200 - NGPS","1","1","","18.15","orange-ATLAS","2025-07-06 10:22:18.624","ATLAS_Bot1","","","2025TNSTR2590....1T","2025TNSCR3975....1R","",""
"183536","SN 2025qkn","02:44:01.265","+05:25:51.97","SN II","0.024157","","","ZTF, ATLAS, GOTO, BlackGEM, Pan-STARRS, LAST","ZTF, ATLAS, GOTO, BlackGEM, Pan-STARRS, LAST","ZTF","ATLAS, BlackGEM, GOTO, LAST, Pan-STARRS, ZTF","ZTF25aazkont","ATLAS-CHL - ATLAS-04, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.3232","r-ZTF","2025-06-30 11:29:13.001","Fritz","","","2025TNSTR2575....1S","2025TNSCR2588....1S","",""
"183341","SN 2025qdf","11:36:11.785","-00:45:54.28","SN II","0.026804","","","ATLAS, GOTO, ZTF, WFST","ATLAS, GOTO, ZTF, WFST","ZTF","ATLAS, GOTO, WFST, ZTF","ATLAS25gvm","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam, WFST - WFST-WFC","SOAR - Goodman","1","1","","17.443","orange-ATLAS","2025-06-30 16:51:40.320","ATLAS_Bot1","","","2025TNSTR2534....1T","2025TNSCR2705....1D","",""
"182576","SN 2025paq","02:54:30.460","+14:09:25.14","SN II","0.035","","","ALeRCE, GOTO, ATLAS","ZTF, GOTO, ATLAS","ZTF","ATLAS, GOTO, ZTF","ZTF25aaxsnkv","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.9973","r-ZTF","2025-06-26 11:23:33.000","ALeRCE","","","2025TNSTR2406....1M","2025TNSCR3150....1S","",""
"182549","SN 2025ozp","18:25:07.294","+61:56:35.15","SN II","0.045","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS, GOTO, ZTF","ZTF25aaxmmyx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","20.3661","r-ZTF","2025-06-24 09:09:10.998","Fritz","","","2025TNSTR2420....1S","2025TNSCR3020....1S","",""
"182466","SN 2025owk","20:37:18.415","+16:31:24.37","SN II","0.05","","","ZTF, ATLAS, Fink, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS, GOTO, ZTF","ZTF25aawngni","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-4, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","21.0436","r-ZTF","2025-06-21 08:07:33.000","BTSbot_bot","","","2025TNSTR2402....1R","2025TNSCR2424....1S","",""
"181991","SN 2025oee","21:54:28.327","-16:20:23.55","SN II","0.03456","","","ZTF, Pan-STARRS, GOTO, ATLAS, Fink","ZTF, Pan-STARRS, GOTO, ATLAS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25aawdpdu","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.4232","r-ZTF","2025-06-18 09:36:01.002","Fritz","","","2025TNSTR2323....1S","2025TNSCR2603....1J","",""
"181900","SN 2025oas","02:21:24.795","+16:34:08.27","SN II","0.013693","","","ZTF, GOTO, ATLAS, Pan-STARRS","ZTF, GOTO, ATLAS, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25aavyqag","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","16.7475","r-ZTF","2025-06-19 11:20:11.999","Fritz","","","2025TNSTR2300....1S","2025TNSCR2367....1S","",""
"181891","SN 2025oaj","09:19:12.905","+33:18:54.38","SN II","0.022439","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO, ZTF","ZTF25aavrkgo","GOTO-N - GOTO-2, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","18.7456","r-ZTF","2025-06-19 04:03:17.997","ZTF_CATS150","","","2025TNSTR2301....1H","2025TNSCR2503....1D","",""
"181858","SN 2025nze","21:19:43.226","-20:43:36.13","SN II","0.039014","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF25aavmvqg","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.4524","r-ZTF","2025-06-10 09:35:08.998","Fritz","","","2025TNSTR2277....1B","2025TNSCR2367....1S","",""
"181807","SN 2025nxf","02:34:25.961","+25:16:18.44","SN II","0.019013","","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF25aavneuv","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","Keck1 - LRIS","1","1","","18.436","r-ZTF","2025-06-17 11:30:47.998","ALeRCE","","","2025TNSTR2250....1M","2025TNSCR2503....1D","",""
"181806","SN 2025nxe","01:52:20.673","+35:47:53.87","SN II","0.033","","","ZTF","ZTF","ZTF","ZTF","ZTF25aavndja","P48 - ZTF-Cam","Keck1 - LRIS","1","1","","20.0208","r-ZTF","2025-06-17 11:17:32.997","ZTF_CATS150","","","2025TNSTR2263....1H","2025TNSCR2503....1D","",""
"181674","SN 2025nsc","13:51:59.077","+72:22:07.02","SN II","0.07","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO, ZTF","ZTF25aavjytr","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.9971","g-ZTF","2025-06-17 04:44:15.999","Fritz","","","2025TNSTR2262....1S","2025TNSCR2283....1S","",""
"181630","SN 2025nqp","02:04:43.297","+08:32:32.75","SN II","0.011708","","","ZTF, BlackGEM","ZTF, BlackGEM","ZTF","BlackGEM, ZTF","ZTF25aavcsij","BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.6144","r-ZTF","2025-06-14 11:19:05.998","Fritz","","","2025TNSTR2241....1S","2025TNSCR2604....1S","",""
"181587","SN 2025noy","03:30:50.507","+61:10:21.41","SN II","0.011435","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF25aavcvel","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, P48 - ZTF-Cam","P200 - NGPS","1","1","","18.9193","r-ZTF","2025-06-14 11:28:51.003","Fritz","","","2025TNSTR2224....1S","2025TNSCR3309....1D","",""
"181551","SN 2025nno","23:39:10.608","+05:29:18.23","SN II","0.01881","","","ATLAS, GOTO, BlackGEM, Pan-STARRS, ZTF","ATLAS, GOTO, BlackGEM, Pan-STARRS, ZTF","ZTF","ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF","ATLAS25gde","ATLAS-HKO - ATLAS-02, BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.19","orange-ATLAS","2025-06-14 13:28:31.872","ATLAS_Bot1","","","2025TNSTR2213....1T","2025TNSCR2266....1A","",""
"181550","SN 2025nnn","19:04:05.944","+43:05:56.03","SN II","0.05","","","GOTO, ZTF, ATLAS, Fink, Pan-STARRS","GOTO, ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","GOTO25dle","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.09","L-GOTO","2025-06-12 02:06:44.064","GOTO_bot","","","2025TNSTR2215....1O","2025TNSCR2962....1S","",""
"181545","SN 2025nni","16:28:49.952","+20:32:50.64","SN II","0.09","","","ATLAS, ZTF, Fink, GOTO, LAST, Pan-STARRS","ATLAS, ZTF, GOTO, LAST, Pan-STARRS","ZTF","ATLAS, GOTO, LAST, Pan-STARRS, ZTF","ATLAS25gcx","ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-3, LAST - LAST-Cam, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.158","orange-ATLAS","2025-06-14 09:32:40.416","ATLAS_Bot1","","","2025TNSTR2213....1T","2025TNSCR3150....1S","",""
"181506","SN 2025nlw","01:04:22.383","-16:44:28.08","SN II","0.04","","","GOTO, ATLAS, ZTF, Pan-STARRS","GOTO, ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","GOTO25dme","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.42","L-GOTO","2025-06-13 18:15:36.576","GOTO_bot","","","2025TNSTR2204....1O","2025TNSCR3329....1S","",""
"181488","SN 2025nle","14:06:56.186","+72:07:27.61","SN II","0.0336","","","ATLAS, GOTO, ALeRCE, Pan-STARRS","ATLAS, GOTO, ZTF, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ATLAS25gce","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST","1","1","","18.954","orange-ATLAS","2025-06-13 07:57:12.960","ATLAS_Bot1","","","2025TNSTR2203....1T","2025TNSCR2903....1P","",""
"181480","SN 2025nkw","12:33:10.910","+48:02:45.12","SN II","0.030516","","","ATLAS, GOTO, ZTF","ATLAS, GOTO, ZTF","ZTF","ATLAS, GOTO, ZTF","ATLAS25gcc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.832","orange-ATLAS","2025-06-13 07:05:08.736","ATLAS_Bot1","","","2025TNSTR2203....1T","2025TNSCR2604....1S","",""
"181416","SN 2025nik","20:57:58.093","-11:47:41.06","SN II","0.032966","","","DESIRT, Pan-STARRS, GOTO, ZTF, ATLAS","DESIRT, Pan-STARRS, GOTO, ZTF, ATLAS","ZTF","ATLAS, DESIRT, GOTO, Pan-STARRS, ZTF","T202505232057581m114741","ATLAS-CHL - ATLAS-04, CTIO-4m - DECAM, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","21.7192","g-Sloan","2025-05-23 08:38:50.784","DESIRT_Bot","","","2025TNSTR2189....1H","2025TNSCR2444....1S","",""
"181376","SN 2025ngw","02:40:19.085","+32:15:53.37","SN II","0.015","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25aaulggp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","Keck1 - LRIS","1","1","","18.3446","r-ZTF","2025-06-10 11:35:20.002","Fritz","","","2025TNSTR2193....1S","2025TNSCR2503....1D","",""
"181342","SN 2025ngb","11:19:09.674","+03:14:10.96","SN II","0.019979","","","GOTO, ATLAS, ZTF, WFST","GOTO, ATLAS, ZTF, WFST","ZTF","ATLAS, GOTO, WFST, ZTF","GOTO25dlc","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, WFST - WFST-WFC","Keck1 - LRIS","1","1","","18.53","L-GOTO","2025-06-11 21:16:31.008","GOTO_bot","","","2025TNSTR2179....1O","2025TNSCR2907....1D","",""
"181307","SN 2025net","14:05:07.686","-17:30:22.33","SN II","0.029674","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25aattqgf","ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS1 - GPC1","P200 - NGPS","1","1","","18.4198","g-ZTF","2025-06-05 05:02:15.999","BTSbot_bot","","","2025TNSTR2175....1R","2025TNSCR2247....1D","",""
"181288","SN 2025nea","22:33:57.535","+01:06:28.79","SN II","0.0388","SDSS J223357.50+010629.4","0.03882443","SGLF, ATLAS, Fink, LAST","ZTF, ATLAS, LAST","ZTF","ATLAS, LAST, ZTF","ZTF25aauhbec","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, LAST - LAST-Cam, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","19.26","r-ZTF","2025-06-09 09:18:13.000","Ismael Perez-Fournon","","","2025TNSTR2157....1P","2025TNSCR2882....1P","",""
"181276","SN 2025ndo","20:03:50.200","+09:53:53.31","SN II","0.03264","","","GOTO, ATLAS, ZTF","GOTO, ATLAS, ZTF","ZTF","ATLAS, GOTO, ZTF","GOTO25dkl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","19.46","L-GOTO","2025-06-08 04:30:32.832","GOTO_bot","","","2025TNSTR2150....1K","2025TNSCR2503....1D","",""
"181243","SN 2025nch","01:27:12.167","+17:11:35.15","SN II","0.06","SDSS J012711.84+171135.6","","ALeRCE, ATLAS, Pan-STARRS, GOTO","ZTF, ATLAS, Pan-STARRS, GOTO","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25aaufltl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.954","r-ZTF","2025-06-08 11:13:52.997","ALeRCE","","","2025TNSTR2138....1F","2025TNSCR2245....1S","",""
"181241","SN 2025ncf","01:23:58.641","+17:22:09.75","SN II","0.028426","LEDA 3090281","0.028856","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF25aaufoxf","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P200 - NGPS","1","1","","19.1889","r-ZTF","2025-06-08 11:20:05.001","ALeRCE","","","2025TNSTR2138....1F","2025TNSCR2247....1D","",""
"181217","SN 2025nbh","01:25:18.297","+07:21:27.01","SN II","0.0165","","","ATLAS, ZTF, GOTO, Pan-STARRS, LAST","ATLAS, ZTF, GOTO, Pan-STARRS, LAST","ZTF","ATLAS, GOTO, LAST, Pan-STARRS, ZTF","ATLAS25fyt","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-S - GOTO-3, LAST - LAST-Cam, P48 - ZTF-Cam, PS2 - GPC2","P200 - NGPS","1","1","","17.726","orange-ATLAS","2025-06-07 14:06:04.320","ATLAS_Bot1","","","2025TNSTR2139....1T","2025TNSCR2247....1D","",""
"181213","SN 2025nbd","00:13:37.976","-08:46:30.43","SN II","0.022","","","GOTO, ZTF, ATLAS, Pan-STARRS","GOTO, ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","GOTO25dkb","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-1, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.86","L-GOTO","2025-05-24 18:14:55.968","GOTO_bot","","","2025TNSTR2142....1K","2025TNSCR2424....1S","",""
"181194","SN 2025nak","23:09:14.340","-00:58:52.79","SN II","0.027354","SDSS J230914.49-005856.6","0.02735403","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF25aatxryo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.108","g-ZTF","2025-06-05 11:05:42.996","ALeRCE","","","2025TNSTR2119....1M","2025TNSCR2905....1S","",""
"181179","SN 2025mzv","01:40:34.412","+14:29:43.19","SN II","0.026786","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF25aatxnic","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P200 - NGPS","1","1","","17.9138","r-ZTF","2025-06-05 11:18:17.000","Fritz","","","2025TNSTR2125....1S","2025TNSCR2247....1D","",""
"181076","SN 2025mwa","21:14:17.945","+02:09:28.45","SN II","0.04883","LEDA 1217885","0.04883","ALeRCE, GOTO, LAST, ATLAS","ZTF, GOTO, LAST, ATLAS","ZTF","ATLAS, GOTO, LAST, ZTF","ZTF25aatqacd","ATLAS-CHL - ATLAS-04, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.3459","g-ZTF","2025-06-03 09:21:53.997","ALeRCE","","","2025TNSTR2080....1M","2025TNSCR2905....1S","",""
"181069","SN 2025mvt","01:09:21.699","+14:20:16.84","SN II","0.05978","","","ZTF, ATLAS, GOTO, LAST","ZTF, ATLAS, GOTO, LAST","ZTF","ATLAS, GOTO, LAST, ZTF","ZTF25aarzwve","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.0987","r-ZTF","2025-05-25 11:34:07.003","Fritz","","","2025TNSTR2088....1S","2025TNSCR2671....1W","",""
"180730","SN 2025miu","23:33:40.598","+27:18:55.74","SN II","0.030584","","","ATLAS, Pan-STARRS, ZTF, GOTO","ATLAS, Pan-STARRS, ZTF, GOTO","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ATLAS25fqq","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","P200 - NGPS","1","1","","19.136","cyan-ATLAS","2025-05-27 14:12:51.264","ATLAS_Bot1","","","2025TNSTR2014....1T","2025TNSCR2766....1D","",""
"180522","SN 2025maw","19:43:43.074","-25:03:05.35","SN II","0.03","","","GOTO, ALeRCE, ATLAS, Pan-STARRS","GOTO, ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","GOTO25dcr","ATLAS-CHL - ATLAS-04, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.64","L-GOTO","2025-05-06 19:33:17.856","GOTO_bot","","","2025TNSTR1969....1K","2025TNSCR2388....1S","",""
"180454","SN 2025lyh","21:11:15.482","+37:53:24.10","SN II","0.027072","","","ZTF","ZTF","ZTF","ZTF","ZTF25aalwzfn","P48 - ZTF-Cam","P200 - NGPS","1","1","","19.3789","r-ZTF","2025-05-16 09:55:08.999","ZTF_CATS150","","","2025TNSTR1961....1R","2025TNSCR1995....1D","",""
"180022","SN 2025lhr","00:10:22.180","+12:08:21.66","SN II","0.038276","Z 433-30","0.03901","ALeRCE, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS, GOTO, ZTF","ZTF25aarhgtc","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.6551","r-ZTF","2025-05-22 11:28:09.998","ALeRCE","","","2025TNSTR1888....1M","2025TNSCR2367....1S","",""
"180020","SN 2025lhp","00:22:53.614","+46:08:38.58","SN II","0.11","","","ZTF, GOTO, ATLAS, LAST, Pan-STARRS","ZTF, GOTO, ATLAS, LAST, Pan-STARRS","ZTF","ATLAS, GOTO, LAST, Pan-STARRS, ZTF","ZTF25aaqqjud","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST, P60 - SEDM","1","1","","19.5683","r-ZTF","2025-05-16 11:41:05.999","Fritz","","","2025TNSTR1904....1S","2025TNSCR2515....1W, 2025TNSCR2842....1S","",""
"179700","SN 2025kvi","19:49:04.438","-10:29:59.05","SN II","0.024474","LEDA   90340","","ALeRCE","ZTF","ZTF","ZTF","ZTF25aaqvwjj","P48 - ZTF-Cam","Keck1 - LRIS","1","1","","19.6604","r-ZTF","2025-05-16 10:25:13.999","ALeRCE","","","2025TNSTR1845....1M","2025TNSCR1928....1D","",""
"179696","SN 2025kve","01:49:42.059","+47:07:01.66","SN II","0.025","WISEA J014941.95+470700.3","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF25aaqweoi","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.2669","r-ZTF","2025-05-20 11:42:24.002","ALeRCE","","","2025TNSTR1845....1M","2025TNSCR2343....1S","",""
"179549","SN 2025kpt","14:13:13.505","+26:10:24.29","SN II","0.03054","","","Pan-STARRS, ATLAS, LAST, ZTF","Pan-STARRS, ATLAS, LAST, ZTF","ZTF","ATLAS, LAST, Pan-STARRS, ZTF","PS25ctw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, LAST - LAST-Cam, P48 - ZTF-Cam, PS1 - GPC1","P200 - NGPS","1","1","","19.71","i-P1","2025-05-16 10:55:33.600","PS1_Bot1","","","2025TNSTR1829....1C","2025TNSCR2368....1D","",""
"179475","SN 2025kmx","12:23:42.603","+40:02:23.81","SN II","0.037332","","","ATLAS, GOTO, Pan-STARRS, ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ATLAS25eyw","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.493","orange-ATLAS","2025-05-16 08:43:22.944","ATLAS_Bot1","","","2025TNSTR1803....1T","2025TNSCR2078....1S","",""
"179354","SN 2025kja","13:32:55.271","-01:09:39.08","SN II","0.012687","","","ZTF, GOTO, ATLAS, WFST, Pan-STARRS","ZTF, GOTO, ATLAS, WFST, Pan-STARRS","ZTF","ATLAS, GOTO, Pan-STARRS, WFST, ZTF","ZTF25aapzvrh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS1 - GPC1, WFST - WFST-WFC","P200 - NGPS","1","1","","18.508","r-ZTF","2025-05-11 07:20:46.996","Fritz","","","2025TNSTR1763....1S","2025TNSCR1787....1D","",""
"179326","SN 2025khz","21:18:17.279","-07:35:11.77","SN II","0.028831","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","ZTF","Pan-STARRS, ZTF","PS25cox","P48 - ZTF-Cam, PS2 - GPC2","Keck1 - LRIS","1","1","","19.8","w-P1","2025-04-28 14:07:27.264","PS1_Bot1","","","2025TNSTR1739....1C","2025TNSCR1996....1D","",""
"179151","SN 2025kbh","11:36:26.819","-26:26:41.96","SN II","0.02812","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS, GOTO, ZTF","ZTF25aapafwq","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, P48 - ZTF-Cam","P200 - NGPS","1","1","","19.3784","g-ZTF","2025-05-01 05:32:39.998","Fritz","","","2025TNSTR1713....1S","2025TNSCR1766....1D","",""
"178980","SN 2025jut","14:15:43.365","+16:12:02.19","SN II","0.038667","","","GOTO, ATLAS, ALeRCE, Pan-STARRS, BlackGEM","GOTO, ATLAS, ZTF, Pan-STARRS, BlackGEM","ZTF","ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF","GOTO25chw","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS2 - GPC2","P200 - NGPS","1","1","","18.64","L-GOTO","2025-05-06 11:46:49.440","GOTO_bot","","","2025TNSTR1685....1K","2025TNSCR2245....1S","",""
"178831","SN 2025jqr","22:23:03.800","+17:18:58.82","SN II","0.05","","","ATLAS, ZTF, Pan-STARRS, GOTO","ATLAS, ZTF, Pan-STARRS, GOTO","ZTF","ATLAS, GOTO, Pan-STARRS, ZTF","ATLAS25eqa","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.12","orange-ATLAS","2025-04-24 14:29:30.048","ATLAS_Bot1","","","2025TNSTR1657....1T","2025TNSCR1886....1S","",""
"178760","SN 2025jnz","15:55:41.100","-24:40:20.40","SN II","0.02217","","","ZTF","ZTF","ZTF","ZTF","ZTF25aanyoqd","P48 - ZTF-Cam","Keck1 - LRIS","1","1","","20.0079","r-ZTF","2025-03-24 11:34:15.003","ZTF_CATS150","","","2025TNSTR1648....1K","2025TNSCR1887....1D","",""
